ppr,sampling_window_ms,pwm_percent,time_start_s,time_end_s,samples,raw_mean_rpm,raw_median_rpm,raw_std_rpm,raw_p05_rpm,raw_p95_rpm,raw_min_rpm,raw_max_rpm,filtered_mean_rpm,filtered_std_rpm,revolutions_start,revolutions_end,revolution_increment,file
256,10,50,50.0,59.99,1000,1256.9444958830002,1259.5831115,43.075951457502654,1216.7248512,1308.841944,979.795363,1346.905132,1255.4750965370001,40.76550537359663,23751,23960,209,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,60,60.0,69.99,1000,1516.5879445490002,1520.543773,45.08027117725431,1460.240916,1568.3367437,1254.309827,1611.502661,1515.1021969320002,41.43664322235058,23960,24213,253,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,70,70.0,79.99,1000,1775.36286158,1775.3552955,47.7159763892103,1718.9716841499999,1839.9772833,1497.356682,1898.027834,1773.8942608639998,40.9242331537678,24213,24509,296,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,80,80.0,89.99,1000,2031.5186944350003,2033.118889,58.061377417553224,1958.1895454,2119.042929,1718.85769,2159.790658,2030.061054896,48.429550076900256,24509,24847,338,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,90,90.0,99.99,1000,2287.0588667200004,2290.819302,306.07406029218663,2164.9446466000004,2371.6599478499998,0.0,7119.379543,2285.577391143,91.82547230580788,24848,25230,382,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,100,100.0,109.99,1000,2462.2590471900003,2466.361562,274.71960345916807,2353.6232705,2572.8671888500003,0.0,6992.915442,2461.2855273490004,71.17939127636019,25230,25643,413,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,110,110.0,115.13,514,371.4582263210117,0.0,771.4169472475818,0.0,2462.175601,0.0,2575.926118,397.6439584922179,798.6466076613509,25643,25674,31,mixr1_log_20260902_145221_256ppr_10ms.csv
256,20,0,0.0,9.99,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25674,25674,0,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,10,10.0,19.99,1000,216.713756185,220.141227,21.05329280861929,192.91936865,238.456908,0.0,243.592044,215.42762524100002,20.428376051472878,25674,25711,37,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,20,20.0,29.99,1000,481.299628324,484.4728315,24.13026686007808,467.694656,498.164753,224.385969,517.862461,479.822580779,26.97939587347248,25711,25791,80,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,30,30.0,39.99,1000,741.3606608879999,744.961947,30.438011448988597,732.378079,755.8490426499999,468.8076,778.952825,739.9120923909999,33.05625253489202,25791,25914,123,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,40,40.0,49.99,1000,1002.8575086610001,1004.665219,31.72410671723969,984.4935446,1026.379596,740.485673,1051.351943,1001.367500451,33.654047785642106,25915,26082,167,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,50,50.0,59.99,1000,1260.5612388,1262.6392225,42.14893133592595,1237.0549675999998,1297.551524,983.853558,1311.277569,1259.0933343529998,41.88600241731295,26082,26292,210,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,60,60.0,69.99,1000,1520.5101158330003,1523.423942,43.88179122267265,1491.382869,1564.134438,1260.235302,1582.402077,1519.055478232,42.96967899052115,26292,26546,254,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,70,70.0,79.99,1000,1781.184521925,1781.481846,43.90742791843441,1750.977123,1829.187527,1512.532851,1857.092926,1779.6415098609998,42.106354394276906,26546,26844,298,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,80,80.0,89.99,1000,2038.219348286,2040.501809,51.896919171207195,1991.483241,2087.675191,1754.17392,2127.866221,2036.802192053,48.897469325712805,26844,27184,340,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,90,90.0,99.99,1000,2295.380727446,2297.472276,218.81132403268103,2242.0846969,2358.175992,0.0,5721.628479,2293.840884657,69.48109163236727,27184,27566,382,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,100,100.0,109.99,1000,2479.943733593,2473.221329,231.84077789472275,2406.7720317,2531.96873135,0.0,4804.442272,2478.9685645110003,97.08568024263057,27567,27984,417,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,110,110.0,117.04,705,302.09876691773053,0.0,718.8309240795033,0.0,2457.7980675999997,0.0,2532.666852,321.64118176879435,742.159102401693,27985,28019,34,mixr1_log_20260902_145422_256ppr_20ms.csv
