Sampling Window (ms),PWM (%),Comparison,Mean RPM Difference,SD Difference (RPM),CV Difference (%),Revolution Difference
10,50,256 PPR - 125 PPR,-5.8960014599999795,1.5074609913426755,0.1262670508136441,0
10,50,200 PPR - 192 PPR,-8.86680116499997,3.263487579554422,0.26910168034040693,-1
10,50,250 PPR - 192 PPR,-14.304806316250051,5.629689358600245,0.4651431806861419,-3
10,50,256 PPR - 192 PPR,-4.375818273749928,2.7434333145681435,0.22206452532568322,-1
10,50,250 PPR - 200 PPR,-5.438005151250081,2.3662017790458236,0.19604150034573498,-2
10,50,256 PPR - 200 PPR,4.490982891250042,-0.5200542649862783,-0.04703715501472372,0
10,50,256 PPR - 250 PPR,9.928988042500123,-2.886256044032102,-0.2430786553604587,2
10,60,96 PPR - 48 PPR,11.869856721250244,0.40780708452216885,0.016370792615525653,1
10,60,100 PPR - 48 PPR,23.39874395375,-2.760893315151087,-0.20146599343929816,4
10,60,125 PPR - 48 PPR,23.75097671625008,0.07626394725514629,-0.015939285983225693,2
10,60,192 PPR - 48 PPR,23.50379938250012,5.37471580511216,0.33130027187366173,2
10,60,200 PPR - 48 PPR,15.243811161249823,6.53792479529665,0.4170224607992621,2
10,60,250 PPR - 48 PPR,10.683213323749897,5.134030474828087,0.32960567143948083,0
10,60,256 PPR - 48 PPR,19.39015590000008,3.317526317631934,0.2007308645847008,3
10,60,100 PPR - 96 PPR,11.528887232499756,-3.1687003996732557,-0.21783678605482382,3
10,60,125 PPR - 96 PPR,11.881119994999835,-0.33154313726702256,-0.032310078598751346,1
10,60,192 PPR - 96 PPR,11.633942661249876,4.966908720589991,0.3149294792581361,1
10,60,200 PPR - 96 PPR,3.3739544399995793,6.130117710774481,0.40065166818373643,1
10,60,250 PPR - 96 PPR,-1.1866433975003474,4.726223390305918,0.3132348788239552,-1
10,60,256 PPR - 96 PPR,7.520299178749838,2.909719233109765,0.18436007196917514,2
10,60,125 PPR - 100 PPR,0.35223276250007984,2.837157262406233,0.18552670745607247,-2
10,60,192 PPR - 100 PPR,0.10505542875011997,8.135609120263247,0.5327662653129599,-2
10,60,200 PPR - 100 PPR,-8.154932792500176,9.298818110447737,0.6184884542385602,-2
10,60,250 PPR - 100 PPR,-12.715530630000103,7.894923789979174,0.531071664878779,-4
10,60,256 PPR - 100 PPR,-4.008588053749918,6.078419632783021,0.40219685802399896,-1
10,60,192 PPR - 125 PPR,-0.24717733374995987,5.298451857857014,0.3472395578568874,0
10,60,200 PPR - 125 PPR,-8.507165555000256,6.461660848041504,0.4329617467824878,0
10,60,250 PPR - 125 PPR,-13.067763392500183,5.057766527572941,0.3455449574227065,-2
10,60,256 PPR - 125 PPR,-4.360820816249998,3.2412623703767878,0.2166701505679265,1
10,60,200 PPR - 192 PPR,-8.259988221250296,1.16320899018449,0.08572218892560035,0
10,60,250 PPR - 192 PPR,-12.820586058750223,-0.24068533028407302,-0.001694600434180904,-2
10,60,256 PPR - 192 PPR,-4.113643482500038,-2.057189487480226,-0.13056940728896094,1
10,60,250 PPR - 200 PPR,-4.560597837499927,-1.403894320468563,-0.08741678935978126,-2
10,60,256 PPR - 200 PPR,4.146344738750258,-3.220398477664716,-0.2162915962145613,1
10,60,256 PPR - 250 PPR,8.706942576250185,-1.816504157196153,-0.12887480685478003,3
10,70,96 PPR - 48 PPR,7.536628206250043,-2.1950705147114036,-0.130130773621993,0
10,70,100 PPR - 48 PPR,22.207631886250283,-2.4595930295895982,-0.155823465160714,2
10,70,125 PPR - 48 PPR,21.056152058750286,-0.7815177911620097,-0.060953054127967254,0
10,70,192 PPR - 48 PPR,20.33784523500026,4.671008070970334,0.24526853687325323,0
10,70,200 PPR - 48 PPR,13.124219463750023,2.833113093948686,0.14872147717688056,-1
10,70,250 PPR - 48 PPR,10.712801628750185,3.896270384223545,0.21082262064347979,-1
10,70,256 PPR - 48 PPR,17.691073425000013,3.8796707279968174,0.20336697057932995,1
10,70,100 PPR - 96 PPR,14.67100368000024,-0.26452251487819467,-0.025692691538721002,2
10,70,125 PPR - 96 PPR,13.519523852500242,1.4135527235493939,0.06917771949402574,0
10,70,192 PPR - 96 PPR,12.801217028750216,6.866078585681738,0.3753993104952462,0
10,70,200 PPR - 96 PPR,5.58759125749998,5.02818360866009,0.27885225079887355,-1
10,70,250 PPR - 96 PPR,3.176173422500142,6.0913408989349485,0.3409533942654728,-1
10,70,256 PPR - 96 PPR,10.15444521874997,6.074741242708221,0.33349774420132294,1
10,70,125 PPR - 100 PPR,-1.1514798274999976,1.6780752384275885,0.09487041103274674,-2
10,70,192 PPR - 100 PPR,-1.869786651250024,7.130601100559932,0.4010920020339672,-2
10,70,200 PPR - 100 PPR,-9.08341242250026,5.292706123538284,0.30454494233759455,-3
10,70,250 PPR - 100 PPR,-11.494830257500098,6.355863413813143,0.3666460858041938,-3
10,70,256 PPR - 100 PPR,-4.51655846125027,6.339263757586416,0.35919043574004395,-1
10,70,192 PPR - 125 PPR,-0.7183068237500265,5.452525862132344,0.3062215910012205,0
10,70,200 PPR - 125 PPR,-7.931932595000262,3.614630885110696,0.2096745313048478,-1
10,70,250 PPR - 125 PPR,-10.3433504300001,4.677788175385555,0.27177567477144704,-1
10,70,256 PPR - 125 PPR,-3.3650786337502723,4.661188519158827,0.2643200247072972,1
10,70,200 PPR - 192 PPR,-7.213625771250236,-1.837894977021648,-0.09654705969637267,-1
10,70,250 PPR - 192 PPR,-9.625043606250074,-0.7747376867467892,-0.03444591622977344,-1
10,70,256 PPR - 192 PPR,-2.6467718100002458,-0.7913373429735167,-0.041901566293923276,1
10,70,250 PPR - 200 PPR,-2.4114178349998383,1.0631572902748587,0.06210114346659923,0
10,70,256 PPR - 200 PPR,4.56685396124999,1.0465576340481313,0.0546454934024494,2
10,70,256 PPR - 250 PPR,6.978271796249828,-0.016599656226727433,-0.0074556500641498324,2
10,80,96 PPR - 48 PPR,3.5400369025001055,3.545443775729364,0.17224872919150624,-1
10,80,100 PPR - 48 PPR,20.301292076249865,-0.15998797896411077,-0.022454581308217314,2
10,80,125 PPR - 48 PPR,21.629841391250466,-0.6163765105537777,-0.0457017605408383,1
10,80,192 PPR - 48 PPR,18.22013212625029,4.9169206359812385,0.22756028985318566,-2
10,80,200 PPR - 48 PPR,12.482214227499753,-0.3674531368567884,-0.027069114801819172,0
10,80,250 PPR - 48 PPR,9.168042297500278,1.453442211136899,0.06482565194569556,-2
10,80,256 PPR - 48 PPR,15.746336706250077,6.404276129384268,0.30252366706254974,0
10,80,100 PPR - 96 PPR,16.76125517374976,-3.7054317546934747,-0.19470331049972356,3
10,80,125 PPR - 96 PPR,18.08980448875036,-4.161820286283142,-0.21795048973234454,2
10,80,192 PPR - 96 PPR,14.680095223750186,1.3714768602518745,0.055311560661679415,-1
10,80,200 PPR - 96 PPR,8.942177324999648,-3.9128969125861524,-0.19931784399332542,1
10,80,250 PPR - 96 PPR,5.628005395000173,-2.092001564592465,-0.10742307724581068,-1
10,80,256 PPR - 96 PPR,12.206299803749971,2.858832353654904,0.1302749378710435,1
10,80,125 PPR - 100 PPR,1.3285493150006005,-0.45638853158966697,-0.023247179232620985,-1
10,80,192 PPR - 100 PPR,-2.0811599499995737,5.076908614945349,0.250014871161403,-4
10,80,200 PPR - 100 PPR,-7.819077848750112,-0.2074651578926776,-0.004614533493601858,-2
10,80,250 PPR - 100 PPR,-11.133249778749587,1.6134301901010097,0.08728023325391288,-4
10,80,256 PPR - 100 PPR,-4.554955369999789,6.564264108348379,0.32497824837076705,-2
10,80,192 PPR - 125 PPR,-3.409709265000174,5.533297146535016,0.27326205039402396,-3
10,80,200 PPR - 125 PPR,-9.147627163750712,0.24892337369698936,0.018632645739019127,-1
10,80,250 PPR - 125 PPR,-12.461799093750187,2.0698187216906767,0.11052741248653386,-3
10,80,256 PPR - 125 PPR,-5.883504685000389,7.020652639938046,0.34822542760338804,-1
10,80,200 PPR - 192 PPR,-5.737917898750538,-5.284373772838027,-0.25462940465500483,2
10,80,250 PPR - 192 PPR,-9.052089828750013,-3.4634784248443395,-0.1627346379074901,0
10,80,256 PPR - 192 PPR,-2.473795420000215,1.4873554934030295,0.07496337720936408,2
10,80,250 PPR - 200 PPR,-3.3141719299994747,1.8208953479936874,0.09189476674751473,-2
10,80,256 PPR - 200 PPR,3.2641224787503234,6.771729266241056,0.3295927818643689,0
10,80,256 PPR - 250 PPR,6.578294408749798,4.950833918247369,0.23769801511685418,2
10,90,96 PPR - 48 PPR,-0.8078314825002053,4.1348020090904996,0.18155060317942828,-2
10,90,100 PPR - 48 PPR,16.788892552500783,3.99613009218956,0.16459568144284265,2
10,90,125 PPR - 48 PPR,16.947380545000215,2.920551472040202,0.11775035393714006,4
10,90,192 PPR - 48 PPR,14.197808546250144,8.652698845812786,0.36881892366742597,1
10,90,200 PPR - 48 PPR,9.434717850000197,11.03567943868621,0.4760864344283444,-1
10,90,250 PPR - 48 PPR,6.9310827525000605,7.81830935426288,0.3375211482172178,-2
10,90,256 PPR - 48 PPR,11.697905555000489,309.43575239221013,13.473466503674544,1
10,90,100 PPR - 96 PPR,17.59672403500099,-0.1386719169009396,-0.016954921736585638,4
10,90,125 PPR - 96 PPR,17.75521202750042,-1.2142505370502974,-0.06380024924228822,6
10,90,192 PPR - 96 PPR,15.00564002875035,4.5178968367222865,0.18726832048799769,3
10,90,200 PPR - 96 PPR,10.242549332500403,6.90087742959571,0.29453583124891614,1
10,90,250 PPR - 96 PPR,7.738914235000266,3.68350734517238,0.1559705450377895,0
10,90,256 PPR - 96 PPR,12.505737037500694,305.30095038311964,13.291915900495116,3
10,90,125 PPR - 100 PPR,0.15848799249943113,-1.0755786201493578,-0.04684532750570258,2
10,90,192 PPR - 100 PPR,-2.5910840062506395,4.656568753623226,0.20422324222458332,-1
10,90,200 PPR - 100 PPR,-7.354174702500586,7.039549346496649,0.3114907529855018,-3
10,90,250 PPR - 100 PPR,-9.857809800000723,3.8221792620733197,0.17292546677437515,-4
10,90,256 PPR - 100 PPR,-5.090986997500295,305.4396223000206,13.3088708222317,-1
10,90,192 PPR - 125 PPR,-2.7495719987500706,5.732147373772584,0.2510685697302859,-3
10,90,200 PPR - 125 PPR,-7.512662695000017,8.115127966646007,0.35833608049120436,-5
10,90,250 PPR - 125 PPR,-10.016297792500154,4.8977578822226775,0.21977079428007773,-6
10,90,256 PPR - 125 PPR,-5.249474989999726,306.51520092016995,13.355716149737404,-3
10,90,200 PPR - 192 PPR,-4.763090696249947,2.382980592873423,0.10726751076091845,-2
10,90,250 PPR - 192 PPR,-7.2667257937500835,-0.8343894915499064,-0.031297775450208176,-3
10,90,256 PPR - 192 PPR,-2.4999029912496553,300.78305354639735,13.104647580007118,0
10,90,250 PPR - 200 PPR,-2.503635097500137,-3.2173700844233295,-0.13856528621112663,-1
10,90,256 PPR - 200 PPR,2.2631877050002913,298.40007295352393,12.9973800692462,2
10,90,256 PPR - 250 PPR,4.766822802500428,301.6174430379472,13.135945355457325,3
20,0,96 PPR - 48 PPR,0.0,0.0,,0
20,0,100 PPR - 48 PPR,0.0,0.0,,0
20,0,125 PPR - 48 PPR,0.0,0.0,,0
20,0,192 PPR - 48 PPR,0.0,0.0,,0
20,0,200 PPR - 48 PPR,0.0,0.0,,0
20,0,250 PPR - 48 PPR,0.0,0.0,,0
20,0,256 PPR - 48 PPR,0.0,0.0,,0
20,0,100 PPR - 96 PPR,0.0,0.0,,0
20,0,125 PPR - 96 PPR,0.0,0.0,,0
20,0,192 PPR - 96 PPR,0.0,0.0,,0
20,0,200 PPR - 96 PPR,0.0,0.0,,0
20,0,250 PPR - 96 PPR,0.0,0.0,,0
20,0,256 PPR - 96 PPR,0.0,0.0,,0
20,0,125 PPR - 100 PPR,0.0,0.0,,0
20,0,192 PPR - 100 PPR,0.0,0.0,,0
20,0,200 PPR - 100 PPR,0.0,0.0,,0
20,0,250 PPR - 100 PPR,0.0,0.0,,0
20,0,256 PPR - 100 PPR,0.0,0.0,,0
20,0,192 PPR - 125 PPR,0.0,0.0,,0
20,0,200 PPR - 125 PPR,0.0,0.0,,0
20,0,250 PPR - 125 PPR,0.0,0.0,,0
20,0,256 PPR - 125 PPR,0.0,0.0,,0
20,0,200 PPR - 192 PPR,0.0,0.0,,0
20,0,250 PPR - 192 PPR,0.0,0.0,,0
20,0,256 PPR - 192 PPR,0.0,0.0,,0
20,0,250 PPR - 200 PPR,0.0,0.0,,0
20,0,256 PPR - 200 PPR,0.0,0.0,,0
20,0,256 PPR - 250 PPR,0.0,0.0,,0
20,10,96 PPR - 48 PPR,5.2524706737499685,-4.913269117659137,-2.5540893227980845,1
20,10,100 PPR - 48 PPR,11.042378376250042,-8.794503151298846,-4.538637404485211,2
20,10,125 PPR - 48 PPR,10.728430780000025,-8.869090785697429,-4.562186648642485,2
20,10,192 PPR - 48 PPR,10.32582844000001,-8.186123480043204,-4.24083086690895,1
20,10,200 PPR - 48 PPR,4.731449458750006,-2.6364077426955994,-1.4771406377456575,1
20,10,250 PPR - 48 PPR,2.4556856700000083,-2.56233394648309,-1.333956401928603,1
20,10,256 PPR - 48 PPR,6.73214659125,-8.673104793378968,-4.342029525798154,1
20,10,100 PPR - 96 PPR,5.789907702500074,-3.881234033639709,-1.9845480816871266,1
20,10,125 PPR - 96 PPR,5.4759601062500565,-3.9558216680382916,-2.0080973258444006,1
20,10,192 PPR - 96 PPR,5.073357766250041,-3.2728543623840665,-1.6867415441108653,0
20,10,200 PPR - 96 PPR,-0.521021214999962,2.276861374963538,1.076948685052427,0
20,10,250 PPR - 96 PPR,-2.79678500374996,2.3509351711760473,1.2201329208694816,0
20,10,256 PPR - 96 PPR,1.4796759175000318,-3.759835675719831,-1.787940203000069,0
20,10,125 PPR - 100 PPR,-0.3139475962500171,-0.07458763439858274,-0.023549244157273996,0
20,10,192 PPR - 100 PPR,-0.7165499362500327,0.6083796712556424,0.2978065375762613,-1
20,10,200 PPR - 100 PPR,-6.310928917500036,6.158095408603247,3.0614967667395536,-1
20,10,250 PPR - 100 PPR,-8.586692706250034,6.232169204815756,3.204681002556608,-1
20,10,256 PPR - 100 PPR,-4.310231785000042,0.12139835791987785,0.19660787868705754,-1
20,10,192 PPR - 125 PPR,-0.4026023400000156,0.6829673056542251,0.3213557817335353,-1
20,10,200 PPR - 125 PPR,-5.9969813212500185,6.232683043001829,3.0850460108968276,-1
20,10,250 PPR - 125 PPR,-8.272745110000017,6.306756839214339,3.228230246713882,-1
20,10,256 PPR - 125 PPR,-3.9962841887500247,0.1959859923184606,0.22015712284433153,-1
20,10,200 PPR - 192 PPR,-5.594378981250003,5.549715737347604,2.7636902291632923,0
20,10,250 PPR - 192 PPR,-7.870142770000001,5.623789533560114,2.906874464980347,0
20,10,256 PPR - 192 PPR,-3.593681848750009,-0.48698131333576455,-0.10119865888920376,0
20,10,250 PPR - 200 PPR,-2.275763788749998,0.07407379621250954,0.14318423581705453,0
20,10,256 PPR - 200 PPR,2.000697132499994,-6.036697050683369,-2.864888888052496,0
20,10,256 PPR - 250 PPR,4.276460921249992,-6.110770846895878,-3.0080731238695506,0
20,20,96 PPR - 48 PPR,4.318879204999973,-2.416128039047738,-0.5300587098096603,1
20,20,100 PPR - 48 PPR,10.277030702499985,-4.693473660854059,-1.0294680871731932,1
20,20,125 PPR - 48 PPR,10.199562723749978,-5.170130890995324,-1.1268470341758556,1
20,20,192 PPR - 48 PPR,10.427314757499971,-6.284998101711443,-1.3562750810301114,1
20,20,200 PPR - 48 PPR,4.722394152499987,-2.176526058374316,-0.4826104034867038,0
20,20,250 PPR - 48 PPR,3.489025633749975,-2.413785106329028,-0.5249689855595521,0
20,20,256 PPR - 48 PPR,6.118299633749984,-5.067605299857879,-1.0881725555615716,1
20,20,100 PPR - 96 PPR,5.958151497500012,-2.2773456218063206,-0.49940937736353286,0
20,20,125 PPR - 96 PPR,5.880683518750004,-2.754002851947586,-0.5967883243661953,0
20,20,192 PPR - 96 PPR,6.108435552499998,-3.8688700626637047,-0.8262163712204511,0
20,20,200 PPR - 96 PPR,0.40351494750001393,0.23960198067342198,0.04744830632295649,-1
20,20,250 PPR - 96 PPR,-0.8298535712499984,0.002342932718709889,0.00508972425010823,-1
20,20,256 PPR - 96 PPR,1.799420428750011,-2.6514772608101413,-0.5581138457519113,0
20,20,125 PPR - 100 PPR,-0.07746797875000766,-0.4766572301412655,-0.09737894700266247,0
20,20,192 PPR - 100 PPR,0.15028405499998598,-1.591524440857384,-0.32680699385691825,0
20,20,200 PPR - 100 PPR,-5.554636549999998,2.5169476024797426,0.5468576836864893,-1
20,20,250 PPR - 100 PPR,-6.78800506875001,2.2796885545250305,0.5044991016136411,-1
20,20,256 PPR - 100 PPR,-4.158731068750001,-0.37413163900382074,-0.058704468388378395,0
20,20,192 PPR - 125 PPR,0.22775203374999364,-1.1148672107161186,-0.22942804685425577,0
20,20,200 PPR - 125 PPR,-5.47716857124999,2.993604832621008,0.6442366306891518,-1
20,20,250 PPR - 125 PPR,-6.7105370900000025,2.756345784666296,0.6018780486163036,-1
20,20,256 PPR - 125 PPR,-4.081263089999993,0.10252559113744475,0.03867447861428408,0
20,20,200 PPR - 192 PPR,-5.704920604999984,4.108472043337127,0.8736646775434076,-1
20,20,250 PPR - 192 PPR,-6.938289123749996,3.8712129953824146,0.8313060954705593,-1
20,20,256 PPR - 192 PPR,-4.309015123749987,1.2173928018535634,0.26810252546853985,0
20,20,250 PPR - 200 PPR,-1.2333685187500123,-0.2372590479547121,-0.04235858207284826,0
20,20,256 PPR - 200 PPR,1.3959054812499971,-2.8910792414835633,-0.6055621520748677,1
20,20,256 PPR - 250 PPR,2.6292740000000094,-2.6538201935288512,-0.5632035700020195,1
20,30,96 PPR - 48 PPR,5.145760473749988,-2.0048884704453975,-0.28149754421262774,1
20,30,100 PPR - 48 PPR,11.010676191249786,-2.125860039633782,-0.3084124623590174,2
20,30,125 PPR - 48 PPR,11.063707564999845,-2.4593454993260924,-0.3530701586415026,2
20,30,192 PPR - 48 PPR,11.845478751249857,-4.442519660239254,-0.6191542648863271,2
20,30,200 PPR - 48 PPR,5.078117096249912,-3.234436909379415,-0.4469972740097381,1
20,30,250 PPR - 48 PPR,4.681362026249758,-3.593838451763487,-0.49479102079932424,1
20,30,256 PPR - 48 PPR,7.854896734999784,-4.577572703571846,-0.6317422860074309,1
20,30,100 PPR - 96 PPR,5.864915717499798,-0.12097156918838436,-0.026914918146389688,1
20,30,125 PPR - 96 PPR,5.917947091249857,-0.45445702888069484,-0.07157261442887486,1
20,30,192 PPR - 96 PPR,6.699718277499869,-2.4376311897938567,-0.33765672067369934,1
20,30,200 PPR - 96 PPR,-0.06764337750007599,-1.2295484389340174,-0.16549972979711036,0
20,30,250 PPR - 96 PPR,-0.46439844750022985,-1.5889499813180894,-0.2132934765866965,0
20,30,256 PPR - 96 PPR,2.709136261249796,-2.5726842331264486,-0.35024474179480314,0
20,30,125 PPR - 100 PPR,0.053031373750059174,-0.33348545969231047,-0.04465769628248517,0
20,30,192 PPR - 100 PPR,0.834802560000071,-2.3166596206054724,-0.31074180252730965,0
20,30,200 PPR - 100 PPR,-5.932559094999874,-1.108576869745633,-0.13858481165072067,-1
20,30,250 PPR - 100 PPR,-6.329314165000028,-1.467978412129705,-0.18637855844030682,-1
20,30,256 PPR - 100 PPR,-3.155779456250002,-2.451712663938064,-0.32332982364841345,-1
20,30,192 PPR - 125 PPR,0.7817711862500119,-1.983174160913162,-0.2660841062448245,0
20,30,200 PPR - 125 PPR,-5.985590468749933,-0.7750914100533226,-0.0939271153682355,-1
20,30,250 PPR - 125 PPR,-6.382345538750087,-1.1344929524373946,-0.14172086215782165,-1
20,30,256 PPR - 125 PPR,-3.2088108300000613,-2.1182272042457537,-0.2786721273659283,-1
20,30,200 PPR - 192 PPR,-6.767361654999945,1.2080827508598393,0.17215699087658898,-1
20,30,250 PPR - 192 PPR,-7.164116725000099,0.8486812084757673,0.12436324408700283,-1
20,30,256 PPR - 192 PPR,-3.990582016250073,-0.13505304333259183,-0.012588021121103798,-1
20,30,250 PPR - 200 PPR,-0.39675507000015386,-0.35940154238407196,-0.047793746789586145,0
20,30,256 PPR - 200 PPR,2.776779638749872,-1.3431357941924311,-0.18474501199769278,0
20,30,256 PPR - 250 PPR,3.173534708750026,-0.9837342518083592,-0.13695126520810663,0
20,40,96 PPR - 48 PPR,4.90464674875011,-2.9316506790750125,-0.2981053502394778,1
20,40,100 PPR - 48 PPR,11.566886493749962,-1.480163152265158,-0.1596859837268435,1
20,40,125 PPR - 48 PPR,11.416243042500014,-1.7299168392152104,-0.18430605632029384,1
20,40,192 PPR - 48 PPR,12.811731192499906,2.1814654218002776,0.201693522156708,1
20,40,200 PPR - 48 PPR,7.626943976250004,1.0739403788279844,0.098324463293328,1
20,40,250 PPR - 48 PPR,4.206186158750029,0.06002610230703809,0.00125486115619311,0
20,40,256 PPR - 48 PPR,9.687668890000054,0.2078691009444089,0.009789328426851762,1
20,40,100 PPR - 96 PPR,6.662239744999852,1.4514875268098546,0.1384193665126343,0
20,40,125 PPR - 96 PPR,6.5115962937499035,1.201733839859802,0.11379929391918397,0
20,40,192 PPR - 96 PPR,7.907084443749795,5.11311610087529,0.4997988723961858,0
20,40,200 PPR - 96 PPR,2.722297227499894,4.005591057902997,0.3964298135328058,0
20,40,250 PPR - 96 PPR,-0.6984605900000815,2.9916767813820506,0.2993602113956709,-1
20,40,256 PPR - 96 PPR,4.783022141249944,3.1395197800194214,0.3078946786663296,0
20,40,125 PPR - 100 PPR,-0.15064345124994816,-0.2497536869500525,-0.024620072593450337,0
20,40,192 PPR - 100 PPR,1.2448446987499437,3.6616285740654355,0.3613795058835515,0
20,40,200 PPR - 100 PPR,-3.939942517499958,2.5541035310931424,0.2580104470201715,0
20,40,250 PPR - 100 PPR,-7.360700334999933,1.540189254572196,0.16094084488303662,-1
20,40,256 PPR - 100 PPR,-1.8792176037499075,1.6880322532095668,0.16947531215369527,0
20,40,192 PPR - 125 PPR,1.395488149999892,3.911382261015488,0.38599957847700184,0
20,40,200 PPR - 125 PPR,-3.7892990662500097,2.803857218043195,0.28263051961362184,0
20,40,250 PPR - 125 PPR,-7.210056883749985,1.7899429415222485,0.18556091747648695,-1
20,40,256 PPR - 125 PPR,-1.7285741524999594,1.9377859401596194,0.1940953847471456,0
20,40,200 PPR - 192 PPR,-5.184787216249902,-1.1075250429722932,-0.10336905886337999,0
20,40,250 PPR - 192 PPR,-8.605545033749877,-2.1214393194932395,-0.20043866100051488,-1
20,40,256 PPR - 192 PPR,-3.1240623024998513,-1.9735963208558687,-0.19190419372985623,0
20,40,250 PPR - 200 PPR,-3.4207578174999753,-1.0139142765209463,-0.09706960213713489,-1
20,40,256 PPR - 200 PPR,2.0607249137500503,-0.8660712778835755,-0.08853513486647624,0
20,40,256 PPR - 250 PPR,5.481482731250026,0.14784299863737083,0.008534467270658652,1
20,50,96 PPR - 48 PPR,3.5080874362502072,2.2278516159624537,0.17413384054649028,2
20,50,100 PPR - 48 PPR,10.91275357125005,1.0012896355347003,0.07106493175216244,2
20,50,125 PPR - 48 PPR,11.119058180000138,0.3632822477968336,0.020610262626498566,2
20,50,192 PPR - 48 PPR,12.330056455000204,4.198997230429869,0.32179850512166586,2
20,50,200 PPR - 48 PPR,7.695725305000224,4.7578839043697645,0.37050835790091763,1
20,50,250 PPR - 48 PPR,0.9923711137503233,4.693542146097352,0.37224746439779777,0
20,50,256 PPR - 48 PPR,9.61016778000021,4.409045314411532,0.34103305518777294,2
20,50,100 PPR - 96 PPR,7.404666134999843,-1.2265619804277534,-0.10306890879432784,0
20,50,125 PPR - 96 PPR,7.610970743749931,-1.8645693681656201,-0.15352357791999172,0
20,50,192 PPR - 96 PPR,8.821969018749996,1.9711456144674155,0.14766466457517557,0
20,50,200 PPR - 96 PPR,4.187637868750016,2.5300322884073108,0.19637451735442735,-1
20,50,250 PPR - 96 PPR,-2.515716322499884,2.465690530134898,0.19811362385130749,-2
20,50,256 PPR - 96 PPR,6.1020803437500035,2.1811936984490785,0.16689921464128266,0
20,50,125 PPR - 100 PPR,0.20630460875008794,-0.6380073877378667,-0.050454669125663876,0
20,50,192 PPR - 100 PPR,1.4173028837501533,3.197707594895169,0.2507335733695034,0
20,50,200 PPR - 100 PPR,-3.2170282662498266,3.756594268835064,0.2994434261487552,-1
20,50,250 PPR - 100 PPR,-9.920382457499727,3.6922525105626516,0.3011825326456353,-2
