PPR,Sampling Window (ms),PWM (%),Settled Interval,Samples,Mean RPM,Median RPM,Standard Deviation (RPM),Coefficient of Variation (%),Minimum RPM,Maximum RPM,Filtered Mean RPM,Filtered SD (RPM),Revolution Increment,File
100,20,0,0+1 to 0+9 s,800,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,10,10+1 to 10+9 s,800,222.13313316250003,225.305037,15.814339419606748,7.119306874421959,189.963051,252.114342,222.2244826775,8.348868445792135,30,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,20,20+1 to 20+9 s,800,487.83915704875,487.14879199999996,10.579675778646397,2.1686811371702097,461.958322,519.724536,487.8142780237499,3.4732556483545887,65,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,30,30+1 to 30+9 s,800,748.3028066774999,749.1359164999999,10.061083020243375,1.3445202838293582,712.607779,794.994753,748.28173580375,3.2882127487475437,100,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,40,40+1 to 40+9 s,800,1008.6547012462499,1007.302597,9.77065530510276,0.9686818782513543,964.784841,1048.329535,1008.6345930725,2.948663318745422,134,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,50,50+1 to 50+9 s,800,1268.34502395125,1266.115365,12.517097802782592,0.9868842914515742,1222.070827,1310.700226,1268.23278755625,3.9166683019124604,169,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,60,60+1 to 60+9 s,800,1526.9117359450001,1523.096696,16.766686038357864,1.0980782741826935,1475.838325,1582.426633,1526.8048080462502,5.168494806481464,203,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,70,70+1 to 70+9 s,800,1785.7938771337504,1782.4716775,18.598975487650613,1.041496206578023,1717.339289,1846.63866,1785.8051689587498,5.57199268925972,238,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,80,80+1 to 80+9 s,800,2044.08698484,2040.722697,18.184556598712263,0.8896175521677053,1966.906453,2141.414416,2044.0783160162503,5.116621429528745,272,mixr1_log_20260902_142445_100ppr_20ms.csv
100,20,90,90+1 to 90+9 s,800,2300.3631156025,2299.279816,22.670925389753865,0.9855368152960499,2214.99998,2381.294101,2300.388948595,6.841344806360347,308,mixr1_log_20260902_142445_100ppr_20ms.csv
125,10,0,0+1 to 0+9 s,800,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,mixr1_log_20260902_142905_125ppr_10ms.csv
125,10,10,10+1 to 10+9 s,800,223.49303501125,225.295491,15.3109111007011,6.850732999321608,186.016608,258.049494,223.37675398375004,8.036719135177362,30,mixr1_log_20260902_142905_125ppr_10ms.csv
